tweet_id,cleaned_text,airline_sentiment
569625419097313282,denver gate destination santa agent ashley amazing job face angry traveler kudo,positive
569625173176901632,united flight ever time,negative
569624909501984768,rather spend two day back seat volkswagen two hour plane,negative
569624798860587008,flight suppose depart boston depart due issue find pilot thank lot,negative
569623889686482944,suppose customer enjoy scream toddler problem someone complain,negative
569623343424413697,could give free flight life still choose purchase ticket competitor,negative
569623171210436608,first time fly united horrible thought would give second chance third,negative
569622678228705280,flight san fransico jfk evacuate,negative
569621598849748993,jackson wyoming delay pilot full toilet deplane ndary mechanical fail cancel flightle flight pende,negative
569621528951660545,far bad airline ever misfortune fly country fly outrageous,negative
569621349095702528,want bag flight,negative
569620944160886784,thank cause miss connection hour delay,negative
569620902742233088,see talk military baggage fee please guide thank,neutral
569620432204267520,hope lose next govt contract,negative
569620382023622657,lose bag flight chi eri land hrs agoyet still zero update,negative
569620354781425665,send confirmation number get home safe sound pay expensive service,negative
569620098467569664,bag state travel airport fly look like never show,negative
569620002652889088,ridiculous refund whenever get final destination,negative
569619557360381952,stay travel an sleep airport floor,negative
569619545893306369,seriously delay copilot hour fly raleigh disappointing,negative
569619325230960641,seriously complete,negative
569619208884977664,wait hour luggage give,negative
569619205298855936,costumer service denver intl airport ridiculous bad,negative
569619171866222592,lie face gate upgrade thank,negative
569619001820590081,proof situation due company mistake,negative
569618884355092480,ouch fair,negative
569618868441722882,synonymous really know value customer,negative
569618829627666432,back home use company available unfair stay traveling,negative
569618440396398592,miss ill never fly unite,negative
569618317440208896,stingy airline nobody model    ,negative
569617556857851904,flight delayedagainevery time maintenance issue,negative
569617494908002304,fine automatically change connect flight would miss work,positive
569617083194933248,yes ride home would perfect fete one would assume possible charge domestic flight deplane,negative
569617064375271424,ill call tomorrow,neutral
569617019257151488,deny upgrade catering issue,negative
569616974256472064,excited barrel sky mph ton piece metal operate company get tiny tv work,negative
569616836884619264,hear vouchermile credit cancel flight international flight yesterday get email,negative
569616634601717760,maybe play video flight outfit wifi flight wifi work,negative
569616424995409921,line baggage system complete rubbish bag miss day meaningful information,negative
569615659333627904,still flat tire policy shuttle break way ord probably miss clehelp please,neutral
569615644448186369,thank able app still customer service see yyz,negative
569615215144226816,thx response finally get min wait talk someone,positive
569614679154143232,unhelpful,negative
569614651400585216,would take voucher offer miscount seat plane mean would fly,negative
569614009369907200,    first seat open upgrade process gate agent say busy cool,negative
569613554963369985,fly las vegas chicago flight late flight announcement make,negative
569613526328717313,believe cancel flight yesterday guess go back notification united cancel flightlation,negative
569613272049012736,case read right many oversized carryon take much room enforce rule,negative
569612999415111680,airline pay extra get well seat time board overbooke flight overhead space,negative
569610889214754816,okay request follow,neutral
569610824647626752,thx dmd conf mqxc amp mpwnc help appreciate,positive
569609923807440896,make sure take care team amp team,neutral
569609680961572866,delay hrs flight pitiad finally board plane sit half hour amp crew hrs limit amp deplane unacceptable,negative
569608870429114368,stick yyz staff take break happy,negative
569608866138173440,personal device entertainment system great app crash every min glad free,negative
569608734332162048,pls stop send text every min say flight delay another minsit hrs usually defend lame,negative
569608624814698496,agent use bathroom boarding toilet onboard full expect strongly word email funite,negative
569608322925473792,hire extra customer service rep minute wait time ask one question would rather fly another airline thank,negative
569606901325017090,united flight two delay cancel flightle explanation amp flight norfolk book rent car,negative
569606016070844420,ill try mileage program historically lifeline worldhungry traveler moderate mean,negative
569606005618638848,way help find flight las stick dia sit plane hrs wait hour update,negative
569605942318231553,minute wait time help cancel flightle flight help guy,negative
569604985110994945,rebooke take bus portland maine boston tell united cover charge,negative
569604805116563457,sector whereby say bagsno bag allowance international flight,neutral
569604655166009345,well phlsfo flight yesterday major miss unfriendly premier cabin crew baggage cluster sfo,negative
569603875671396352,baggage tracking system worthless tell nothing bag much less plan get,negative
569603669114511360,offer reroute sfo flight lax might geography class time,negative
569603236711305216,thank let downmy luggage still denver phl    ,negative
569602975829757952,get delay flight ewr yyz customer service find airport,negative
569602861467885568,flight two delay cancel flightle flight norfolk book rent car,negative
569599713499963394,thank one pilot last two flight strand houston tonight airline absolute bad,negative
569599295713890304,disgusted disappoint united airlines luggage policy attitude toward musician unacceptable,negative
569598985737867265,miss amazing bank work conference,negative
569598457809276928,frozen line flight continue due passenger comfort sit plane long flight vegas would,negative
569598171082596352,last call customer service agent call back stick hold air canada hope book flight,negative
569598072923123712,leave bag houston last night freeze cold memphis idea see tomorrow,negative
569598047593713665,fly never issue,positive
569597663953293312,terrible customer service amp feel need notify customer flight delay,negative
569596665864130562,try fail still wifi ever last row middle fly every week thank nothing,negative
569596089625661440,great flight pvd small plane ever smooth landing ever,positive
569595245945597952,try check tomorrow flight website keep time,negative
569595218401439744,yes computer would allow get san diego quick customer service help say rebook,negative
569593910869127168,say weather delay morning weather affect airline,negative
569592626300751873,bereavement discount airfare grandfather pass need attend funeral week,neutral
569592236981284864,cancel flightle none passenger notify complete violation traveler right,negative
569592022635585536,thank ruin vacation poorly maintain aircraft fly safely stt flightledflight,negative
569591954830450688,fact receive boarding pass,neutral
569591647685775361,travel sep reservation number fkxb,neutral
569591642367401984,something like hear hopefully staff resolve amp way asap amp still resolve,negative
569591456190504961,must follow order send direct message mean,neutral
569590151657103360,know confirmation number mean,neutral
569589872094289920,wait ewrord delay min might miss ordywg room ordywg case miss connex,negative
569589829735821312,confirmation mean,neutral
569589493138731009,well finally board hopefully take time quickly well hour delay,negative
569589319846854658,miss connection already miss next flight put go lax instead hawaii,negative
569588138273865728,reservation make last july want know reseat happen international itinerary,negative
569588082284101633,line full worried customer guy desk say sorry take care problem late flightr time,negative
569587787680256001," 

 must people wait line customer service den deal flight cancel flightation",negative
569587728607633408,american never bag apparently unite never switch back united baggage service,negative
569586471570534400,unacceptable min late flight miss screw flight tucson leave even land,negative
569586373042278400,cmh gate staff disaster overbooke volunteer boarding min late flight try figure issue,negative
569586179185754113,wait half hour check bag ewr amp priority disappointing usually guy good,negative
569584717843943424,earning low checkin people also tarmac loading bag jan,negative
569584561312681984,thank dishonor upgrade put seat want even notify great service,negative
569584379258900480,guy gay,negative
569583943772610560,emailscall past month flight change helpful wish would send cancel flightlation yesterday,negative
569582862472577024,change depart amp amp capt get plane find smoothie ass,negative
569581977889869825,thank much passport recover,positive
569581903965265920,thank nothing atlanta lounge say sure nothing terminal,negative
569580671112388608,thank,neutral
569580648505020416,tick tock tick tock rapidly approach next dream departure next fantasy departure time,negative
569580279251255296,would make day could take flight airline without hiccup end train employee communicate,negative
569580197709783040,baby shit pant half way flight smell like shit go,negative
569580180353609729,cause miss flight tell already leave empathy gate staff crew apology really,negative
569579962786689024,reschedule return flight try call      min wait,negative
569579575291875328,far bad airline ever,negative
569579474762608640,rebooke american united say transfer bag,negative
569578942543372288,appal lack communication awful journey ewr bos delay need explain well,negative
569578441508458496,dme info assist flight home leave first flight even land,negative
569578005430984704,boston self service swipe boarding pass gate difficult tag bag easy,negative
569577959440257025,name correct original confirmation spell wrong checkin reminder first name run together cause concern,neutral
569577455176048642,people would catch flight attendant help,negative
569576418855620608,consistency agent say standby check baggage cite faa website policy say otherwise,negative
569576395778748416,biz day calendar respond inquiry     hope standard universally adopt,negative
569574646229684224,thank occur guy hour extra get bag due delay hour,negative
569574074936123392,many delay todaywhat hope flight board soon,negative
569573704902049793,website fuck instead flight yesterday today thank,negative
569571772355489792,call back hold issue confirmation number email show much pay,negative
569571643044929536,sure help flight experience terrible plane dirty staff rude start perhaps,negative
569570819757752320,check still say pay call back twice hold minute answer hang,negative
569570644632821760,hold minute finally get someone retook form payment confirm reservation set try,negative
569570477410275328,welcome world snow world today goose bay labrador canada,neutral
569570444027822081,buy ticket yesterday receive confirmation try check say pay call,negative
569570013964689410,delay salt floor previous passenger want fly care shoe,negative
569569639543541762,profit really give damn pay customer,negative
569569272898445313,unfortunately get name nice,negative
569569152312213506,seat international connection seriously,negative
569568300528635906,thank get couple minute ago great service flight btw please pass team flight,positive
569568158584950787,bag lose get ahold anyone help,negative
569568010555432960,delete return ticket europe blame show airline joke time happen time,negative
569567685719101440,united flight arrive late flight tell rebook connect united flight characterize show,negative
569567167429128192,agent service weekend trip amazing thank,positive
569566252450107392,never fly united bad experience ever,negative
569566232803803136,    fund fix break plane upon sit hrs iah runway go,negative
569565822571679745,try figure get,neutral
569565776010567680,direct message follow want luggage please hep,negative
569565328012763137,get model,neutral
569564671688118273,flight strand tarmac chicago gates available plane get hot uncomfortable,negative
569564060678639616,rebooke disappoint wait whole day start vacation fare unite top notch service,negative
569563698374651904,direct message go please help,negative
569562383489896448,charge carryon instead check bag less jockey overhead space happy passenger ontime departure,neutral
569562147279253504,add reservation io app show desktop site log mile redeem upgrade thru app,negative
569562133249130496,assume would people let united bad plane crew fly,negative
569561425955332097,    push hour hold priceless,negative
569560633957609472,need get cvg bag thank,positive
569560154619965440,read thread book class seat even though united twtr account confirmed eco premium,negative
569559734199721984,bag update explain occur arrive hour flight,negative
569559433887526913,purchase ticket united card give priority boarding,neutral
569558713079443456,yes need free hotel stay honalulu due hour delayua since miss second flight kauai,negative
569558589628502016,solution,negative
569557763094917120,screw flight cae bother flight never leave time get cancel flight,negative
569557756597776384,need agent check,negative
569556796525969409,work incredibly unfriendly ground staff false promise twitter,negative
569556131078475777,get thank,positive
569555174252896258,skilled staff inadequate system delete return houston norway shoulder shrugging,negative
569555146562080768,probably least dependable airline western hemisphere belong star alliance skyteam,positive
569554937744486400,severely staff iah,negative
569554916064284672,amazing hospitality helpfulness anthony lastella great staff def flying,positive
569554815539290112,delay vacation buzzkill,negative
569553741222952960,touch miami far nicely do united,positive
569552374882299904,status flight bogothouston,neutral
569551241967067136,really enjoy sunday holdover hour perhaps well client experience need,negative
569550779520032770,snowboard boot bag include standard check baggage next snowboard bag,neutral
569550676784578562,break light min get bridge gate airplane park wrong bathroom empty last nightyour airline last hrs,negative
569550290753445889,would appreciate response regard pressurization failure flight seem respond less serious issue,negative
569548316700254208,comfortable wait luggage,positive
569547989007646721,get ready book flight san juan wonder unite waive baggage fee military personnel thank,neutral
569546412121202689,guy let four hour delay honolulu houston thank train wreck issue come,negative
569545805826166784,thank,positive
569544873809989632,finally get helpful appreciate,positive
569544819510345728,pls follow,neutral
569544742595391489,would explain crew seem particularly distress point little startling first,neutral
569544732780556288,another flight gate hold min cnx pax,negative
569544730184261632,assign seat,neutral
569544350364889088,look like form photo something burst luggage correct always blame customer,negative
569544120827379712,luggage,negative
569543791176257537,boarding time crewe,negative
569543771181981697,add one,neutral
569541848877957120,thank effort get early though make complaint refund lose one business day tomorrow,positive
569541591586643968,pls hold cnx pax frm runner min hold save fam frm miscnx pls twitter watch,neutral
569540963091259392,way one person work entire security checkpoint ewr,negative
569539834131443712,thank,positive
569539000312188928,author fiction hear radio even jetway secure yet,negative
569538770808266754,find anything show realise morning flight cancel flightle pricey evening,negative
569538703732772864,still lose tracking system stink delivery system,negative
569538171509350400,feel like true united customer stuckon tarmac hrs unitedfail,negative
569537571685924864,pls follow,neutral
569535507815903233,leadership count land last nightdeplane minute wait jetway inexcusable,negative
569535503827017730,send request hear anything address issue bring explain happen,negative
569534882952716288,employeefaceless throw bus start management almost million miler company,negative
569534268130660352,say flight pull depart min boarding even start,negative
569534175973396480,understand pay change problem plane weather would understand,negative
569533799815630848,hour late flightr still answer stick houston keep getting put phantom flight never apeare,negative
569532310716080129,guy horrible first get stick snow ewr sit cmh say could min gate,negative
569532005320253441,hotel send would take voucher flight delay cancel flightle delay hour count,negative
569531988702576640,dmd hrs ago request response find like bag,negative
569531969110974464,work thank immediate reply,positive
569531827989454848,two hour delay plane visible airport far terrible customer service,negative
569531484903772161,help weight issue take voucher hop flight instead,neutral
569531274991239168,hour maintenance delay enuf charge bag global service platinum mbr get shit together,negative
569531010167250944,last week also maintenance issue flat tire another flight last week cancel flight track record bad,negative
569530483022962688,customer service experience tweet quality assurance,negative
569529789100507136,spend money take ticket update plane flight maintenance issue,negative
569529608862875648,put russell daiber ticket well premium eco appreciate,neutral
569528923769298945,get okc sacramento today dfw closed,neutral
569528348126216193,chance could help rebook flight cancel flightle,negative
569527975252766720,curiosity flight arrange pilot notify lot pilot arrive yet announcement,neutral
569527524323151873,yes boston go providence,neutral
569526800767983616,really need well system handle cancel flightle flight,negative
569526294477725697,condition bos today everything appear time want check,neutral
569526172335222784,day flight,neutral
569526143730077696,also inappropriate lie passenger induce accept voucher tell availability late flightr,negative
569526070615138304,give direct number call regard lost baggage immediately,negative
569525760337162241,involuntarily bump passenger guarantee another flight three day,negative
569525690950815745,please follow faa guideline regard bump acceptable give voucher fare,negative
569523831460761601,already rebook miss first appointment london tomorrow morning thank ruin trip,negative
569523440547291136,new delay right,negative
569523231524319232,show available seat need honor spend phone hear really seat,negative
569522354008805376,min hold try book award flight site error agent ask pin see platinum availability badbadbad,negative
569522040547385344,joke lot angry people iah,negative
569521863891804160,iep,neutral
569521101736439809,completely unacceptable seat class passenger middle seat even premium economy,negative
569521081125629953,find flight hrs offer flight voucher hrs lose seat neglect get nothing,negative
569520712379052032,dme,neutral
569520425312632832,nicole quito airport take great care week handle lose baggage seat change professionalnice pat back,positive
569518979103924224,deice tax maybe       ,neutral
569518596231008258,flight cmh ord arrive gate next segment yvr already board hold,neutral
569517484102909952,right think take stop get deice do plane sit night,negative
569517360828145664,two service agent hang third able get flight air today three call hour get flight,negative
569517323180236800,delay day mco iad finger cross make connection home albany,negative
569516969969389568,first class joke compare other fly ask extra peanut allow,negative
569516852805808129,give connection overnight layover voucher last connection even confirm,negative
569516736162050048,thank leave year old row flight laxiad,positive
569516566380875778,would like baggage damage number well another great thing train staff number please claim time,negative
569515688898875393,put together serious email issue arise vacation due staff post,negative
569515118125408256,thank fully boarding flight morning noticing pilot,negative
569514750842789888,long wait icing cake fix reservation system confirm get change midtravel,negative
569514430393913344,guy suck another cancel flight flight every flight issue,negative
569514124490579969,people try get flight,neutral
569514063019053056,lie,negative
569514001450672128,would let real nice love awesome service people work customer service line,negative
569513811285311488,hour plus delay finally flight tired,negative
569513703722393601,thank,positive
569513498016923648,believe,negative
569513049507246081,change dkyde instead gtgt original reservation yesterday cancel flightle,neutral
569512714961362944,flight delay hour lose wallet money eat sleep yet representative help,negative
569512239344054274,lose loyal customer mileage plus card holder could drive florida quick way bad trip ever,negative
569510828023488512,let board fly time know,negative
569508903735545857,apparently sleep terminal bad situation someone tell passenger sleep baggage claim,negative
569508469088387072,deice plane sit one hour could delay,negative
569508282995486720,fuck care,negative
569507834930442241,five day ask clarify policy car seat want take high,negative
569507197052260354,question departure time base eastern central time time zone actually,neutral
569507060209090561,quick sorry hear please follow detail transpire,positive
569506670189137920,lose belonging honest,negative
569505479795326977,back denver airport ready round two today ready get home,negative
569505407862902784,course morning see nonstop iah sfo available yesterday,negative
569504786879528962,minute plus get two first one transfer spanish hotline unacceptable,negative
569504366006132736,lose luggage atl hdn luggage denver say deliver luggage hdn airport claim hdndl,negative
569504330551861248,united lose baggage get airport country disappear,negative
569504232971362304,united ticket reroute iad due weather jfk get home united,neutral
569504176306331649,thank waste time amp money arrive hour late flight destination,negative
569504172011356160,fly unite check baggage never find,negative
569503938690584576,englishspanish rep call locate bag resolve issue,negative
569503745974902784,would overnight bag unknown location courier company apparently contact,negative
569503649677750272,hey thank help miss buddy bday guy really trashy company,negative
569503367757754369,never frustrated conversation united speak spanish courier company bag,negative
569503165713948672,never mislead company many time week united airlines,negative
569502953851252737,would never fly united airline,negative
569502909093646336,still airport wait flight,negative
569502869243736065,airline tell luggage one hour away destination day,negative
569502353797173248,one operate ramp let plane iahwowjust wow,negative
569501080607813633,thank,positive
569500986638798848,thank,positive
569500360651509760,cancel flight flight send email say think next flight,negative
569500030459117568,super computer ots pant lot cranky people line cmh reflight booking problem delay checkin ontime direct flyer,negative
569499434633048065,rebooke cancel flightle pay first class ticket new seat please fix,negative
569499431369891840,need new flight tucson,neutral
569497995445559298,checkin system trouble check flight depart less hrs,negative
569497092655345664,fuck closed premier access line ord probably go miss flightstart treat customer well,negative
569497031322030081,good luck noenertainmentonhourflight strategy innovation work hello,negative
569496936157487104,human contact mth cust relation refund dept ever problem human talk,negative
569496919036305408,would think would clean ramp jet stick snow newark would never happen,negative
569496828376322048,would understand weather issue airline maintenance sleep airport floor lose entire day,negative
569495111337275392,thank,positive
569493640990625793,flight delay min miss screw danger miss flight,negative
569491817600655360,hour minute hold able get cancel flightle flight change delta,negative
569491456173477889,finally cancel flight hrs delay replacement flight leave late flightr one schedule tomorrow cool,negative
569491346647445505,sister amp bil stick detroit desperately need florida fly anything,neutral
569491334643347457,overbooke fifty people bad,negative
569491295766343681,hold min try tix asia website amp customer service want business korea air,negative
569491079952642051,would like know easy way get refund,negative
569490499377061888,help united pay economy plus flight change delay automatically refund,negative
569490420356374528,engineer design door frame extend half foot plane seat force always sit,negative
569489032100614144,send,neutral
569488705146068993,service need work check bush airport customer service line last,negative
569487167191425024,realize say already least last time ask need help,negative
569487156399378434,thank     one delay hour half prior schedule departure,negative
569484965055832065,also phone customer service almost useless,negative
569484788404322304,lose bag next flight time load hour delayconsequence platinum gold,negative
569484671672651776,day late flightr one delay amp one cancel flightle flight gate seat assign lot standby ppl also wait,negative
569484085397057536,get first flight day ground time      let,negative
569483390581383168,thank fly mess iad san diego,positive
569481897203494914,delay due customer service mean,negative
569481676893622272,wifi work onboardalerte attendant socketyou send hotel hour vouchersno wifi hotel,negative
569481213016023040,flight luck,negative
569480693782339584,plan ipad app iphone app great ipad flip ipad beta tks,neutral
569480220203474944,try hang twice speak someone put hold minute resolution,neutral
569480043853946881,sure next time,negative
569478901166055424,weight restriction well try get many plane,negative
569478023679905792,thank person houston could get flight route newark go sfo,positive
569477178703908864,bish,negative
569476889313562624,thank good know,neutral
569476281974132736,okay thank,neutral
569475909226401792,conference begin hour night due delay still wait talk someone lose luggage,negative
569475306018353152,seat flight,neutral
569475245708419072,flight thank reply,neutral
569475092582789120,customer service line try scream,negative
569475000660422656,deliver hold cross border pick please try deliver,neutral
569474700386045955,bag reference number indm thank look,positive
569474230854660097,one lady help luggage,positive
569473998519578624,flight delay hour arrival vegas seriously lose luggage,negative
569473302940372992,meet agent take care thx reply,positive
569471635163643905,still like united airline,positive
569471541554978817,ticketh biz trvlno wifimisse con fltnext onemissed meeting food voucherhotel chkoutfltno wifi,negative
569470757673291777,still miss luggage promise someone would call call far flight shanghai connect flight ord,negative
569470098534207489,look european flight attendant paris frankfurt good fabrice,neutral
569470053348823040,cancel flightle flight without notification,negative
569469326547222528,since international connection hope thing,negative
569468823625027586,need help never get ticket conf,neutral
569462023173619712,compensation upgrade high class rescheduled flight muc today appreciate though,neutral
569461666695524352,late flight reflight booking problem morning already long need hotel room,negative
569460417954746368,customer service providence airport horrible actually care customer make money,negative
569459716906229760,sorry accidentally populate flightd instead wait til sky,neutral
569459543236874240,cancel flightle flight aircrft maintenance delay hour refund option,negative
569457148129779714,bag mexico build house amp suitcase never get flight cle need sanm,negative
569456035930484737,know thank standard reply,negative
569454641320062976,tell change flight ottawa airport find reservation wrong,negative
569454437288140800,bad flight experience ever thank end vacation bad note,negative
569453313462132736,thank epic service always pleasure outstanding crew,positive
569451362687143936,hey guess sleep cause care little customer let sleep airport,negative
569448465991737345,concern address,negative
569445528225718272,duh do bag whereabouts unknown greeeaat,negative
569444898660691968,thank let sleep dia ensure ruin much vacation possible wait fuck,negative
569444456660750337,ill share alright especially sleep shitty airport get sleep night,negative
569441937826164736,need assistance expect scooby doo tour terminal find stuff,negative
569440689253158912,thank write back assist return bag lose amp clean fece sprinkle bathroom much ask,negative
569439706339024896,hang,negative
569439089063280640,customer service team manilla absolute shit even get supervisor without back hold,negative
569438763115536384,disgusting unconscionable treatment receive tonight,negative
569438531686424577,course would like hepl kid reason hold past hour,negative
569435214717562881,every time united flight get delay big frustration,negative
569433059168260096,get kid still talk human robotweete ask follow,negative
569431307152953344,would describe fece sprinkle bathroom inconvenience help might find baggage lose amp return,negative
569428644432617473,fact treat disrespectfully lie member airline claim strive good,negative
569428333500375040,matter fact different destination put tremendous amount stress,negative
569427993958883328,member break seat back break break light lose bag gee thnx awesome job,negative
569420890003410944,absolutely disgusting way treat customer anyone actively monitor cust serve unreal,negative
569419949007085568,nice wonder pick respond maybe happy customer easy wonder many leave,negative
569418652128296960,average minute wait time tonight get help tonight,negative
569418497694035969,thank nothing really minute wait time call back minute wait time,negative
569418233322872833,customer service unbelievably bad abysmal phone well hrs tonight hang ppl,negative
569416650325303297,read full story submit case team pilot flight sleep dia,negative
569415643474362368,layover canada schedule,neutral
569415109933531136,inconvenience weather delay pilot decide waste enough time faa would let fly negligence,negative
569415076400242688,buy ticket price publish mistake get email indicate united cancel flightle ticket,negative
569411383265075203,new plane wifi work entertainment non existent new seat seriously uncomfortable really,negative
569407352299847680,sure miss mark tonight redeye lax chicago mess well,negative
569404245142855680,min avoidable nonweather delay link well give,negative
569402506792407041,luggage,negative
569400869768302592,leave delay,negative
569400431002173441,set figure baggage office,neutral
569397314240049152,screw againto expect never,negative
569395649310883840,allow family small child board first anymore next flight another airline,negative
569392315409829888,life goal complete,positive
569390507526369280,ill draw super sweet picture choosing get roundtrip san diego cold,neutral
569387614265954304,flight cancel flightle denver service agent offer non jet salt lake denver red eye atlanta hang,negative
569385898573299712,call throw loyalty window try give less award,negative
569385864712704001,unhelpful team sure bangkok bag chicago go pay accommodation bag arrive,negative
569385784685363201,hardly call go mile mile ticket cut edge perk,negative
569385496675295232,apology say,negative
569383892542738432,send thank acknowledgment,positive
569382132231110656,download jeokoo american app air traveler,neutral
569381891809214464,hold almost two hour try talk someone cancel flight flight tomorrow morning suggest,negative
569380923847909376,apology cool,negative
569380416219709440,ask lot customer routinely screw know right,negative
569380122194636800,first time solo female traveller pretty scary foreign place know belonging,negative
569379756673597444,know bag wait around hope arrive one answer plan answer,negative
569379726562869248,somehow know wait airborne respond,negative
569379367077355520,miss flight attendant delay flight prime example person impact people hnl iah,negative
569378568628674561,strand texas hang try figure get home cool,negative
569376145000390656,try change flight three time phone get disconnect time,negative
569374127187820545,poor showing today assistance passenger mis connect due maintenance wait baggage,negative
569374011131453441,show tone deaf video year wifi come hahnot leave ftw,negative
569373743698591744,get follow fly christmas,neutral
569370900568502272,people strand cause suck well yet weasel flight booking problem room people claim weather,negative
569370010751094784,look delta flight land pilot claim could fly jac,negative
569369416963633152,thank much appreciation help,positive
569369331173363712,sit flight hour land newark first gate jetway operator seriously,negative
569369243965362176,bad customer service experience ever minute get jetway plane ewr tonight flight     disappoint,negative
569368621077692417,hour delay double book seat nit park wrong gate incompetence fine wait,negative
569368523178270721,look people tryn sleep airport due shitty company compe room cxl flight,negative
569368286128771072,route person houston newark sfo acceptable,negative
569368056855552001,phone,neutral
569367983065137152,freakin,negative
569367755670966272,pick,neutral
569367682811715585,suck,negative
569366968446246912,minute hold min,negative
569366889719304192,yrs fly continentalunite exclusively get everyone hate flsfoewr,negative
569366337929105408,seat available ord rdui need seat please,neutral
569366184904122369,still try get thing work yet respond back,negative
569366138963959808,screw reservation assign new one amp change flight change original,negative
569365692618661888,min hold progress hour,negative
569365278963798017,suck,negative
569364927191719937,need new website really badly day age,negative
569364890307190784,rebooke pick luggage,neutral
569364374755930112,gate ready gate agent go hour two,negative
569363796113764352,dmd,negative
569363354428567552,different fiasco outward trip rebooke qantas laxsyd mile show account,negative
569363221791928320,follow need follow,neutral
569363188120207360,would great get callback agent disconnect try put hold wait connectfor min,negative
569363173817643009,good day fly two delay flight still plane ewr wait hour gate get gate gate agent,negative
569361701495304192,call early send dca first pvd may rent car instead,neutral
569359780491476992,luggage set dca however reroute dulle currently nolo however bag houston fix,negative
569359055937908736,go sacramento minneapolis end october business class,neutral
569357781402308608,extremely disappointed service trip explorer card holder,negative
569357497871437824,hope corporate office ready deal rage create shitty service bullshit pilot,negative
569357196141719552,relaxing space drink flight global first lounge,positive
569353669738688512,never fly go vacation week lose bag way clothe thankyou,negative
569352559598682112,sadly due mother nature investigate incident employee sfo terrible customer experience,negative
569351147930169344,flight take delay hrs passenger miss flight tel aviv,negative
569350924633812992,flight try get tel aviv try take right cruel next flight,negative
569349932131487746,consider stick newark virtually sleep hour doubt hope car rental available,negative
569349274049368064,see several economy plus put seat together,neutral
569347118034501632,really great amp flattering story proud via,positive
569346431833673732,see come get hawaii,neutral
569346420139905024,airline suck customer service suck courtesy incompetent passenger matter bet ceo fine though,negative
569345701487906818,expect cancel flight flight tomorrow morning give storm,negative
569344598482546690,also run water refuse service,negative
569343661063823360,question,neutral
569343186046332928,increase legroom airline compare via,negative
569342888615620609,seg flt yvr zurich would credit mile seg full fare,negative
569342670184648704,see two flight two seat morning get,neutral
569342220534288384,send green tag bag luggage carousel one mess another bad day,negative
569341769114128386,lounge tell pillow grandma one lady open closet see right,negative
569340749466226688,drunk guy throw flight hrs ago well rest hold hrs plane without food,negative
569340645023698944,sit denver airport wait plane refuel hour half hurry fuck united fucking retard,negative
569340200934969344,airport first thing morning,neutral
569340120790233089,rebooke flight tomorrow even though class seat orig lousy coach seat,negative
569339467615506435,well one miss mark snit minute step counter,negative
569339181136113664,flight work also,neutral
569339072805797888,compensate delay cause fact enough flight attendant,negative
569338724787593216,seat hrs inside flight delay offer water amp cookie business class,negative
569338441172983809,please get plane,negative
569338341306572800,yes nonstop memphis tomorrow morning snow come get finger cross,neutral
569338032572116992,travel young kid choose original flight reason,neutral
569337969233887232,since drop layover still acceptable,negative
569337916872220673,layover itinerary swap layover itinerary really,negative
569337916125798401,app say flight depart hrs late flight hour late flightr still seat inside plane,negative
569337830184345601,completely flight change july never receive notification,negative
569337170210607105,upgrade avail get flight,neutral
569336402401472512,wife two new destination stuck monday bag,negative
569336252597731329,speak baggage contact number say try get bag stay iad pick tmrw,negative
569336095411965952,make sure upgrade list ewrpdx use gpu priority get weird email,negative
569335779371003904,two seat avail far,positive
569335521752715264,earn place bad airline business,negative
569334462292434944,flight number denver las vegas sunday feb cancel flight,neutral
569333972452265985,read say case please define example would case,negative
569332961813753856,try wifi sorry really slow even lagging hard stream,negative
569332086345220096,tomorrow night hotel voucher high rate travelocity love cost hard work staff,negative
569332072185249792,flight sit newark wait gate seriously flight,negative
569331162897739776,ever print know number ticket never get use prescreen pay,negative
569331021163814912,boarding decent useless agent speak english hrs hold hrs mech delay much,negative
569330919020093442,trip get another airline home,neutral
569330683623186433,flight cancel flight last opportunity rebook flight evening pass,negative
569330646901895169,boarding would much fast board back front instead front back    ,negative
569330115114627073,desk attendant state would sit awhile give clear lack communication seem norm,negative
569330006985347072,suffer immensely ever since merge hopefully ill never fly ever,negative
569329401122426880,really like get plane,negative
569329378061979648,possibly bad airlinegave three chance second time week flight delay cancel flightle due mechanic,negative
569328755409326080,cabin pressurization issue pretty serious flight land washington head pound,negative
569328128310403073,sandra international checkin counter rude offensive comment care complain cuz yr,negative
569328072027189248,contact stuff bag legally blind mess,negative
569327949553520640,mention plane luggage luggage go many day,negative
569327646917537793,time call customer service least min time cut operator call back,negative
569326940252991488,tell least go cover room get,negative
569326818697871360,omg bump last flight get bad,negative
569325988921810945,speak basically worst design web system ever,negative
569325844906115072,yeah try time two different ticket tell try late flightr,negative
569325061892481024,please fire captain flight today single handedly ruin every passenger day piece shit,negative
569324295635247104,blow,neutral
569323727818657792,exactly hang hook,negative
569323015550296064,flight cancel flightle hrs airport book new one get two invoice flight approx really,negative
569322657822285824,hire pos pilot thank ruin trip allow see buddy turn,negative
569322456776892417,airline rate bad america get work cut treat customer like garbage,negative
569322372995551232,good way get ticket print home check desk,neutral
569321739093614592,pay hotel broke student,negative
569321654842564609,standby houston tomorrow flight calgary could get one two would help,negative
569320594400874497,nightmare side flight disaster houston get attitude cuz send ticket counter,negative
569319928815202304,terrible,negative
